🇭🇰港澳台(主线),#genre#
缺宅男女,http://8.155.43.98:35455/yy/1354930937
国产动作电影,http://8.155.43.98:35455/yy/1382736858
守望的天空-泪目电视剧,http://8.155.43.98:35455/yy/1382736843
高分港剧合集,http://8.155.43.98:35455/yy/1382735542
中国合伙人,http://8.155.43.98:35455/yy/1354658051
名媛望族-精彩港剧,http://8.155.43.98:35455/yy/1354932431
陈情令,http://8.155.43.98:35455/yy/1382745121
蔡明春晚小品,http://8.155.43.98:35455/yy/1354936177
欢乐集结号,http://8.155.43.98:35455/yy/1382749911
尽享国内精彩战争片,http://8.155.43.98:35455/yy/1382745094
【武林客栈】,http://8.155.43.98:35455/yy/1382773728
金装四大才子,http://8.155.43.98:35455/yy/1354926600
科幻大片,http://8.155.43.98:35455/yy/1382745181
娘亲舅大,http://8.155.43.98:35455/yy/1354932360
俺娘田小草,http://8.155.43.98:35455/yy/1382741638
宇宙护卫队--国漫,http://8.155.43.98:35455/yy/1382736837
喜乐街,http://8.155.43.98:35455/yy/1354936231
强悍“杀猪婆”的励志人生,http://8.155.43.98:35455/yy/1354658062
丈夫在外有人？真相竟然是！,http://8.155.43.98:35455/yy/1354932375
家有九凤-影视剧,http://8.155.43.98:35455/yy/1354930894
回家的诱惑-狗血剧巅峰,http://8.155.43.98:35455/yy/1382851148
复仇者联盟4：终局之战,http://8.155.43.98:35455/yy/1354936167
金玉满堂：精彩港剧,http://8.155.43.98:35455/yy/1382736881
下饭喜剧电影,http://8.155.43.98:35455/yy/1382736844
故事里的中国全季,http://8.155.43.98:35455/yy/1382736798
发哥系列,http://8.155.43.98:35455/yy/1354888733
国家宝藏 第二季,http://8.155.43.98:35455/yy/1382736853
电视剧 狂飙,http://8.155.43.98:35455/yy/70163211
三个臭皮匠顶一个诸葛亮,http://8.155.43.98:35455/yy/1354936221
仙灵儿,http://8.155.43.98:35455/yy/1382736887
雪中悍刀行,http://8.155.43.98:35455/yy/1462996362
动作大片,http://8.155.43.98:35455/yy/1354888739
玩命直播（普通话）,http://8.155.43.98:35455/yy/1382736841
大家都在看的警匪片,http://8.155.43.98:35455/yy/1354930964
第8号当铺,http://8.155.43.98:35455/yy/1382736905
什么会让你快乐,http://8.155.43.98:35455/yy/54886912
闲暇观看综艺,http://8.155.43.98:35455/yy/1354932379
武侠电视剧,http://8.155.43.98:35455/yy/1459331991
李三枪-抗战影视剧,http://8.155.43.98:35455/yy/1354936122
拆弹专家-刘德华,http://8.155.43.98:35455/yy/1382745111
男亲女爱-经典港剧,http://8.155.43.98:35455/yy/1382736715
战狼10086,http://8.155.43.98:35455/yy/1382773686
公公出宫-港剧,http://8.155.43.98:35455/yy/1354936208
卖拐,http://8.155.43.98:35455/yy/1382851469
萌鸡小队S1-国漫,http://8.155.43.98:35455/yy/1382736904
国威影院 仙侠系列,http://8.155.43.98:35455/yy/1354866665
岳云鹏-屌丝也能追到美女,http://8.155.43.98:35455/yy/1382736882
大家都爱看的港剧,http://8.155.43.98:35455/yy/1382736861
粟裕大将-影视,http://8.155.43.98:35455/yy/1354926542
国内最新战争大片,http://8.155.43.98:35455/yy/1382745189
国内动作大片,http://8.155.43.98:35455/yy/1382749917
能耐大了第1季,http://8.155.43.98:35455/yy/1354930195
哥斯拉1,http://8.155.43.98:35455/yy/1382736833
铭记历史-甲午大海战,http://8.155.43.98:35455/yy/1354936195
悬崖上的金鱼公主：宫崎骏系列,http://8.155.43.98:35455/yy/1354926666
越哥说电影,http://8.155.43.98:35455/yy/1382745099
狂飙,http://8.155.43.98:35455/yy/28298966
传奇之王-影视剧,http://8.155.43.98:35455/yy/1354926735
原始人大挑战,http://8.155.43.98:35455/yy/1382736884
经典电影 电视剧,http://8.155.43.98:35455/yy/1354690927
再向虎山行,http://8.155.43.98:35455/yy/1355823667
请回答1988-高分韩剧,http://8.155.43.98:35455/yy/1354936228
丁大命,http://8.155.43.98:35455/yy/1382735579
恐怖鬼片嘎嘎好看,http://8.155.43.98:35455/yy/1355485328
吐槽大会 第5季,http://8.155.43.98:35455/yy/1354889009
风味原产地潮汕,http://8.155.43.98:35455/yy/1382745178
太空生命？高分科幻电影开播,http://8.155.43.98:35455/yy/1382851586
另类民兵葛二蛋,http://8.155.43.98:35455/yy/1382736895
海王-院线大片,http://8.155.43.98:35455/yy/1354936142
灌篮高手,http://8.155.43.98:35455/yy/1382735559
少年包青天,http://8.155.43.98:35455/yy/1356331540
动漫奥斯卡正在直播,http://8.155.43.98:35455/yy/1382626335
心病,http://8.155.43.98:35455/yy/1382851474
家族荣耀-精彩港剧,http://8.155.43.98:35455/yy/1382745103
来看修牛蹄,http://8.155.43.98:35455/yy/1382749887
七色小彩虹,http://8.155.43.98:35455/yy/1382851601
迷失假期：少女香港寻身世,http://8.155.43.98:35455/yy/1382745089
能耐大了！德云社演技爆棚,http://8.155.43.98:35455/yy/1354930915
溏心风暴之家好月圆,http://8.155.43.98:35455/yy/1354888747
小戏骨黄飞鸿,http://8.155.43.98:35455/yy/1354936181
港片—两公婆八条心,http://8.155.43.98:35455/yy/1382736917
饥饿游戏全季,http://8.155.43.98:35455/yy/1354932365
耀舞长安-港剧,http://8.155.43.98:35455/yy/1382741640
拜年,http://8.155.43.98:35455/yy/1382851470
【雍正王朝】历史巨作,http://8.155.43.98:35455/yy/1462895099
变形金刚4、5,http://8.155.43.98:35455/yy/1354658064
国外院线动作大片,http://8.155.43.98:35455/yy/1382735570
【粤配动漫】,http://8.155.43.98:35455/yy/1356262523
金星脱口秀-爆笑回归,http://8.155.43.98:35455/yy/1382749951
国内动作电影,http://8.155.43.98:35455/yy/1382745176
催眠视频合集,http://8.155.43.98:35455/yy/1354936178
超精彩武打场景,http://8.155.43.98:35455/yy/1354936131
我是特种兵利刃出鞘,http://8.155.43.98:35455/yy/1354127609
战争大片,http://8.155.43.98:35455/yy/1382735556
希魔撞正杀人狂,http://8.155.43.98:35455/yy/1382736903
爱丽丝梦游仙境,http://8.155.43.98:35455/yy/1354931585
动漫,http://8.155.43.98:35455/yy/1382788679
内部测试频道请勿封禁,http://8.155.43.98:35455/yy/1352488363
百家讲坛――之明太祖朱元璋,http://8.155.43.98:35455/yy/1354936149
港片鬼片老电影,http://8.155.43.98:35455/yy/1355269576
犬夜叉,http://8.155.43.98:35455/yy/1509038705
狂飙2,http://8.155.43.98:35455/yy/1456622512
【康熙王朝】,http://8.155.43.98:35455/yy/37033366
鲨卷风：鲨鱼市区作乱,http://8.155.43.98:35455/yy/1382736851
胡歌不见不散,http://8.155.43.98:35455/yy/1356355983
奥斯卡战争大片,http://8.155.43.98:35455/yy/1354932397
的直播间,http://8.155.43.98:35455/yy/1354129442
荒诞喜剧！钢的琴,http://8.155.43.98:35455/yy/1382736886
电影,http://8.155.43.98:35455/yy/1351496216
超体：高分科幻片,http://8.155.43.98:35455/yy/1354936116
亲爱的味道：美食轻喜剧,http://8.155.43.98:35455/yy/1382735561
丫鬟大联盟！笑个不停,http://8.155.43.98:35455/yy/1382749913
【红球】不扯蛋,http://8.155.43.98:35455/yy/1355084841
【小星星】斗罗斗破精彩动,http://8.155.43.98:35455/yy/1356362808
我要成为贫民巨星！-全集,http://8.155.43.98:35455/yy/1382744423
每走一步都要小心翼翼,http://8.155.43.98:35455/yy/1354936199
我到家啦,http://8.155.43.98:35455/yy/1382851468
狂飙老莫请你吃鱼,http://8.155.43.98:35455/yy/1382881866
的士速递全季—爆笑犯罪大片,http://8.155.43.98:35455/yy/1382749910
精彩影视轮番上映,http://8.155.43.98:35455/yy/1355336008
2012：世界末日,http://8.155.43.98:35455/yy/1382736836
深山吃货：云南臭菜你吃过吗？,http://8.155.43.98:35455/yy/1382745122
本山小品 过年,http://8.155.43.98:35455/yy/1382881708
施公奇案2-欧阳震华,http://8.155.43.98:35455/yy/1382736824
一城一味（舌尖姐妹篇）,http://8.155.43.98:35455/yy/1382745179
国内喜剧电影合集,http://8.155.43.98:35455/yy/1382851137
买车前看一看 不然血亏,http://8.155.43.98:35455/yy/1349602814
悦悦电影,http://8.155.43.98:35455/yy/1351537467
呵呵❤正在直播,http://8.155.43.98:35455/yy/1382828963
今生是第一次：高分韩剧,http://8.155.43.98:35455/yy/1382745190
征服,http://8.155.43.98:35455/yy/1461655788
你看与不看我都在,http://8.155.43.98:35455/yy/1353422557
非遗真人秀？向往的国潮,http://8.155.43.98:35455/yy/1382749953
男生女生向前冲,http://8.155.43.98:35455/yy/1354930957
狂飙,http://8.155.43.98:35455/yy/1509095132
失忆24小时：绑架失踪案,http://8.155.43.98:35455/yy/1382749890
永远一家人：厂长夫人摆地摊,http://8.155.43.98:35455/yy/1382736873
打狗棍,http://8.155.43.98:35455/yy/1507519895
盗梦空间！悬疑烧脑！,http://8.155.43.98:35455/yy/1354930903
我比你更懂车 你偏不信,http://8.155.43.98:35455/yy/85042287
动画剧集电影-原声粤语国,http://8.155.43.98:35455/yy/1382859239
少林寺传奇,http://8.155.43.98:35455/yy/1356338181
经典影视,http://8.155.43.98:35455/yy/1356364732
筱威回来了,http://8.155.43.98:35455/yy/37347905
闯关东,http://8.155.43.98:35455/yy/1383546866
经典雪豹24h,http://8.155.43.98:35455/yy/1459010966
伪装者,http://8.155.43.98:35455/yy/1382851593
24h唐朝诡实录1234,http://8.155.43.98:35455/yy/1353913646
好先生,http://8.155.43.98:35455/yy/79382500
五号特工组和平ff,http://8.155.43.98:35455/yy/1414967772
1930年代经典电影,http://8.155.43.98:35455/yy/1356363815
鬼片恐怖私家影院,http://8.155.43.98:35455/yy/1354209316
经典港片电影,http://8.155.43.98:35455/yy/1461889059
知否知否应是绿肥红瘦,http://8.155.43.98:35455/yy/21881901
快来呀好剧在等你,http://8.155.43.98:35455/yy/1331686180
安安电视剧,http://8.155.43.98:35455/yy/1414817779
经典抗战剧,http://8.155.43.98:35455/yy/1354555195
进来 陪你看电视,http://8.155.43.98:35455/yy/1353518742
动漫《火影疾风传》,http://8.155.43.98:35455/yy/1459675153
灌篮高手,http://8.155.43.98:35455/yy/1382735626
密子君,http://8.155.43.98:35455/yy/1382736717
经典动漫,http://8.155.43.98:35455/yy/67857780
欢迎光临,http://8.155.43.98:35455/yy/1355532933
名不虚传-韩剧,http://8.155.43.98:35455/yy/1382749904
时代剧，黄土高天,http://8.155.43.98:35455/yy/1414864180
小甜甜    闯关东,http://8.155.43.98:35455/yy/1354689861
小爽东北菇凉，求守护,http://8.155.43.98:35455/yy/1382609850
天龙八部,http://8.155.43.98:35455/yy/1355067965
揭秘！经典传奇背后的未解之谜,http://8.155.43.98:35455/yy/1382736912
为妈妈点赞,http://8.155.43.98:35455/yy/1382745098
爱情拯救计划,http://8.155.43.98:35455/yy/1354936238
燃燃影视,http://8.155.43.98:35455/yy/50298248


🏯北京频道,#genre#
顺义,http://livebjsy.chinamcache.com/live/zb01.m3u8
重温经典频道,https://cdn.jdshipin.com/cwjd.php
重温经典频道,http://8.138.7.223/tv/cwjd.php
金山,https://pili-live-hls.wdit.com.cn/wditlive/8818dfe5f4df45ba9a3f32964d172fb2b6d3.m3u8
北京重温经典,http://oray.com.ogrehq.com:20146/udp/239.3.1.25:8001
北京重温经典,http://ccj.gohome.link:55556/udp/239.3.1.25:8001
北京重温经典,http://ogrehq.com:20146/udp/239.3.1.25:8001
北京新闻频道,http://www.ogrehq.com:20146/rtp/239.3.1.159:8000
北京影视频道,http://www.ogrehq.com:20146/rtp/239.3.1.158:8000
北京文艺频道,http://www.ogrehq.com:20146/rtp/239.3.1.242:8000
北京财经频道,http://www.ogrehq.com:20146/rtp/239.3.1.116:8000
北京生活频道,http://www.ogrehq.com:20146/rtp/239.3.1.117:8000
北京纪实科教,http://www.ogrehq.com:20146/rtp/239.3.1.115:8000
北京IPTV4K超清,http://www.ogrehq.com:20146/rtp/239.3.1.249:8001
北京IPTV淘电影,http://www.ogrehq.com:20146/rtp/239.3.1.250:8001
北京IPTV淘剧场,http://www.ogrehq.com:20146/rtp/239.3.1.95:8001
北京IPTV淘娱乐,http://www.ogrehq.com:20146/rtp/239.3.1.100:8001
北京IPTV淘BABY,http://www.ogrehq.com:20146/rtp/239.3.1.238:8001
北京IPTV萌宠TV,http://www.ogrehq.com:20146/rtp/239.3.1.102:8001
朝阳融媒,http://www.ogrehq.com:20146/rtp/239.3.1.163:8001
通州融媒,http://www.ogrehq.com:20146/rtp/239.3.1.221:8001
房山电视台,http://www.ogrehq.com:20146/rtp/239.3.1.96:8001
密云电视台,http://www.ogrehq.com:20146/rtp/239.3.1.154:8001
延庆电视台,http://www.ogrehq.com:20146/rtp/239.3.1.187:8001
北京新闻,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.159:8000
北京生活,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.117:8000
北京影视,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.158:8000
北京文艺,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.242:8000
北京体育休闲,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.243:8000
北京纪实科教,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.115:8000
北京财经,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.116:8000
北京国际,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.235:8000
北京朝阳,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.163:8001
北京密云,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.154:8001
北京延庆,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.187:8001
北京房山,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.96:8001
北京通州,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.221:8001
北京门头沟,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.59:8001
淘电影,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.250:8001
淘剧场,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.95:8001
淘娱乐,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.100:8001
淘baby,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.238:8001
萌宠TV,http://qqdwtypm.f3322.org:64022/rtp/239.3.1.102:8001
北京体育休闲,http://114.242.62.109:888/hls/22/index.m3u8
北京卡酷少儿,http://114.242.62.109:888/hls/26/index.m3u8
北京国际,http://114.242.62.109:888/hls/27/index.m3u8
北京影视,http://114.242.62.109:888/hls/20/index.m3u8
北京文艺,http://114.242.62.109:888/hls/18/index.m3u8
北京新闻,http://114.242.62.109:888/hls/25/index.m3u8
北京生活,http://114.242.62.109:888/hls/23/index.m3u8
北京纪实科教,http://114.242.62.109:888/hls/19/index.m3u8
北京财经,http://114.242.62.109:888/hls/21/index.m3u8
北京IPTV4K,http://4px369674fn3.vicp.fun:7088/udp/225.1.8.211:8002

📻广东频道,#genre#
广东珠江,http://8.138.7.223/tv/gdzj.m3u8
大湾区卫视,http://8.138.7.223/tv/dwq.m3u8
广东珠江,https://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8
汕尾综合,https://iswtv.swrtv.com/live/xwzhpd.m3u8
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=6f73647cae387d01a3c2132074132a83&txTime=18d00acf487
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
东莞新闻综合,http://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,http://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,https://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
韶关新闻综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
怀集综合,https://www.zqhjtv.com/hls/hjzhpd.m3u8
中山综合,http://v.zsbtv.com.cn/lsdream/qTl38me/1000/live.m3u8
广东体育,http://net.manyee.net:18888/rtp/239.77.0.112:5146
广东珠江,http://218.13.170.98:9901/tsfile/live/1000_1.m3u8
广东民生,http://38.75.136.137:98/gslb/dsdqpub/gdgg.m3u8?auth=testpub
广东新闻,http://38.75.136.137:98/gslb/dsdqpub/gdxw.m3u8?auth=testpub
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=dce137597806f62ae6fdfc40328a336e&txTime=191b5fc1c86
广州综合,https://tencentplaywebsite.gztv.com/live/zonghes.m3u8?txSecret=b12257737dcebc4227bca82b77af650c&txTime=1956eaafce4
广州新闻,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=520177bc9dd6916a7d6fa86bdb3f8830&txTime=191b5f5b230
广州都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8
广东民生,http://183.11.239.36:808/hls/18/index.m3u8
4K南国都市,https://tencentplaywebsite.gztv.com/live/nanguodushi.m3u8?txSecret=daf0738d94787ac64d25644076012591&txTime=1956eaafce4
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源综合,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
东莞新闻频道,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1727365957&ttl=3600&key=427e13368d7e4211bb3f1f6432084b3f
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1727366013&ttl=3600&key=2fad2b96c81c38c8e6b189c552c0f8ca
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
汕头综合,http://lsa.familyds.com:8188/udp/239.253.43.45:5146
汕头综合,http://plex.cyruslee.top:8888/udp/239.253.43.45:5146
汕头综合,http://ikuai.cyruslee.top:8888/udp/239.253.43.45:5146
汕头综合,http://61.145.188.90:50055/udp/239.253.43.45:5146
汕头经济生活,http://www.3344.uk:8888/udp/239.253.43.46:5146
汕头经济生活,http://plex.cyruslee.top:8888/udp/239.253.43.46:5146
汕头经济生活,http://hongzhijiaoyu.net:8188/udp/239.253.43.46:5146
汕头经济生活,http://www.syy3.top:3861/udp/239.253.43.46:5146
汕头经济生活,http://61.145.188.90:50055/udp/239.253.43.46:5146
南国都市,http://zb.hmysapp.cn:802/dft/guangdong/guangzhou.php?id=shenghuo
广州综合,http://zb.hmysapp.cn:802/dft/guangdong/guangzhou.php?id=zhonghe
广州新闻,http://zb.hmysapp.cn:802/dft/guangdong/guangzhou.php?id=xinwen
东莞综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8
番禺,http://video.epaper.pybtv.cn:8080/live/rtmp_live_demo.flv
肇庆综合,https://zqvlivestream.xjrb.com/zqLiveSlow/209.m3u8
广东珠江,http://rihou.cc:555/tv/[Cx]广东珠江
广东体育,http://rihou.cc:555/tv/[Cx]广东体育
广州综合,http://rihou.cc:555/tv/[Cx]广州综合
广州新闻,http://rihou.cc:555/tv/[Cx]广州新闻
广州南国,http://rihou.cc:555/tv/[Cx]广州南国
揭阳综合,http://hongzhijiaoyu.net:8188/udp/239.77.0.229:5146
揭阳生活,http://hongzhijiaoyu.net:8188/udp/239.77.0.251:5146
汕尾综合,http://hongzhijiaoyu.net:8188/udp/239.77.0.25:5146
汕尾生活,http://hongzhijiaoyu.net:8188/udp/239.77.0.187:5146
汕头综合,http://hongzhijiaoyu.net:8188/udp/239.253.43.45:5146
汕头生活,http://hongzhijiaoyu.net:8188/udp/239.253.43.46:5146
潮州综合,http://hongzhijiaoyu.net:8188/udp/239.253.43.70:5146
潮州民生,http://hongzhijiaoyu.net:8188/udp/239.253.43.75:5146
广东卫视,http://hongzhijiaoyu.net:8188/udp/239.77.0.84:5146
广东珠江,http://hongzhijiaoyu.net:8188/udp/239.77.0.1:5146
广东新闻,http://hongzhijiaoyu.net:8188/udp/239.77.0.173:5146
广东民生,http://hongzhijiaoyu.net:8188/udp/239.77.0.225:5146
广东体育,http://hongzhijiaoyu.net:8188/udp/239.77.0.112:5146
经济科教,http://hongzhijiaoyu.net:8188/udp/239.77.0.85:5146
大湾区卫视,http://hongzhijiaoyu.net:8188/udp/239.77.0.215:5146
广东影视,http://hongzhijiaoyu.net:8188/udp/239.77.0.217:5146
广东少儿,http://hongzhijiaoyu.net:8188/udp/239.77.0.250:5146
揭阳综合,http://lsa.familyds.com:8188/udp/239.77.0.229:5146
揭阳生活,http://lsa.familyds.com:8188/udp/239.77.0.251:5146
汕尾综合,http://lsa.familyds.com:8188/udp/239.77.0.25:5146
汕尾生活,http://lsa.familyds.com:8188/udp/239.77.0.187:5146
汕头生活,http://lsa.familyds.com:8188/udp/239.253.43.46:5146
潮州综合,http://lsa.familyds.com:8188/udp/239.253.43.70:5146
潮州民生,http://lsa.familyds.com:8188/udp/239.253.43.75:5146
广东卫视,http://lsa.familyds.com:8188/udp/239.77.0.84:5146
广东珠江,http://lsa.familyds.com:8188/udp/239.77.0.1:5146
广东新闻,http://lsa.familyds.com:8188/udp/239.77.0.173:5146
广东民生,http://lsa.familyds.com:8188/udp/239.77.0.225:5146
广东体育,http://lsa.familyds.com:8188/udp/239.77.0.112:5146
经济科教,http://lsa.familyds.com:8188/udp/239.77.0.85:5146
大湾区卫视,http://lsa.familyds.com:8188/udp/239.77.0.215:5146
广东影视,http://lsa.familyds.com:8188/udp/239.77.0.217:5146
广东少儿,http://lsa.familyds.com:8188/udp/239.77.0.250:5146
揭阳综合,http://www.yahao.host:4022/udp/239.77.0.229:5146
揭阳生活,http://www.yahao.host:4022/udp/239.77.0.251:5146
汕尾综合,http://www.yahao.host:4022/udp/239.77.0.25:5146
汕尾生活,http://www.yahao.host:4022/udp/239.77.0.187:5146
汕头综合,http://www.yahao.host:4022/udp/239.253.43.45:5146
汕头生活,http://www.yahao.host:4022/udp/239.253.43.46:5146
潮州综合,http://www.yahao.host:4022/udp/239.253.43.70:5146
潮州民生,http://www.yahao.host:4022/udp/239.253.43.75:5146
广东卫视,http://www.yahao.host:4022/udp/239.77.0.84:5146
广东珠江,http://www.yahao.host:4022/udp/239.77.0.1:5146
广东新闻,http://www.yahao.host:4022/udp/239.77.0.173:5146
广东民生,http://www.yahao.host:4022/udp/239.77.0.225:5146
广东体育,http://www.yahao.host:4022/udp/239.77.0.112:5146
经济科教,http://www.yahao.host:4022/udp/239.77.0.85:5146
大湾区卫视,http://www.yahao.host:4022/udp/239.77.0.215:5146
广东影视,http://www.yahao.host:4022/udp/239.77.0.217:5146
广东少儿,http://www.yahao.host:4022/udp/239.77.0.250:5146
揭阳生活,http://www.syy3.top:3861/udp/239.77.0.251:5146
汕尾综合,http://www.syy3.top:3861/udp/239.77.0.25:5146
汕尾生活,http://www.syy3.top:3861/udp/239.77.0.187:5146
汕头综合,http://www.syy3.top:3861/udp/239.253.43.45:5146
汕头生活,http://www.syy3.top:3861/udp/239.253.43.46:5146
潮州综合,http://www.syy3.top:3861/udp/239.253.43.70:5146
潮州民生,http://www.syy3.top:3861/udp/239.253.43.75:5146
广东卫视,http://www.syy3.top:3861/udp/239.77.0.84:5146
广东珠江,http://www.syy3.top:3861/udp/239.77.0.1:5146
广东新闻,http://www.syy3.top:3861/udp/239.77.0.173:5146
广东民生,http://www.syy3.top:3861/udp/239.77.0.225:5146
广东体育,http://www.syy3.top:3861/udp/239.77.0.112:5146
经济科教,http://www.syy3.top:3861/udp/239.77.0.85:5146
大湾区卫视,http://www.syy3.top:3861/udp/239.77.0.215:5146
广东影视,http://www.syy3.top:3861/udp/239.77.0.217:5146
广东少儿,http://www.syy3.top:3861/udp/239.77.0.250:5146
揭阳综合,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.229:5146
揭阳生活,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.251:5146
汕尾综合,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.25:5146
汕尾生活,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.187:5146
汕头综合,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.45:5146
汕头生活,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.46:5146
潮州综合,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.70:5146
潮州民生,http://lbyjlt.vv5678.cn:8880/udp/239.253.43.75:5146
广东卫视,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.84:5146
广东珠江,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.1:5146
广东新闻,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.173:5146
广东民生,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.225:5146
广东体育,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.112:5146
经济科教,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.85:5146
大湾区卫视,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.215:5146
广东影视,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.217:5146
广东少儿,http://lbyjlt.vv5678.cn:8880/udp/239.77.0.250:5146
揭阳综合,http://plex.cyruslee.top:8888/udp/239.77.0.229:5146
揭阳生活,http://plex.cyruslee.top:8888/udp/239.77.0.251:5146
汕尾综合,http://plex.cyruslee.top:8888/udp/239.77.0.25:5146
汕尾生活,http://plex.cyruslee.top:8888/udp/239.77.0.187:5146
汕头生活,http://plex.cyruslee.top:8888/udp/239.253.43.46:5146
潮州综合,http://plex.cyruslee.top:8888/udp/239.253.43.70:5146
潮州民生,http://plex.cyruslee.top:8888/udp/239.253.43.75:5146
广东卫视,http://plex.cyruslee.top:8888/udp/239.77.0.84:5146
广东珠江,http://plex.cyruslee.top:8888/udp/239.77.0.1:5146
广东新闻,http://plex.cyruslee.top:8888/udp/239.77.0.173:5146
广东民生,http://plex.cyruslee.top:8888/udp/239.77.0.225:5146
广东体育,http://plex.cyruslee.top:8888/udp/239.77.0.112:5146
经济科教,http://plex.cyruslee.top:8888/udp/239.77.0.85:5146
大湾区卫视,http://plex.cyruslee.top:8888/udp/239.77.0.215:5146
广东影视,http://plex.cyruslee.top:8888/udp/239.77.0.217:5146
广东少儿,http://plex.cyruslee.top:8888/udp/239.77.0.250:5146
揭阳综合,http://jellyfin.cyruslee.top:8888/udp/239.77.0.229:5146
揭阳生活,http://jellyfin.cyruslee.top:8888/udp/239.77.0.251:5146
汕尾综合,http://jellyfin.cyruslee.top:8888/udp/239.77.0.25:5146
汕尾生活,http://jellyfin.cyruslee.top:8888/udp/239.77.0.187:5146
汕头综合,http://jellyfin.cyruslee.top:8888/udp/239.253.43.45:5146
汕头生活,http://jellyfin.cyruslee.top:8888/udp/239.253.43.46:5146
潮州综合,http://jellyfin.cyruslee.top:8888/udp/239.253.43.70:5146
潮州民生,http://jellyfin.cyruslee.top:8888/udp/239.253.43.75:5146
广东卫视,http://jellyfin.cyruslee.top:8888/udp/239.77.0.84:5146
广东珠江,http://jellyfin.cyruslee.top:8888/udp/239.77.0.1:5146
广东新闻,http://jellyfin.cyruslee.top:8888/udp/239.77.0.173:5146
广东民生,http://jellyfin.cyruslee.top:8888/udp/239.77.0.225:5146
广东体育,http://jellyfin.cyruslee.top:8888/udp/239.77.0.112:5146
经济科教,http://jellyfin.cyruslee.top:8888/udp/239.77.0.85:5146
大湾区卫视,http://jellyfin.cyruslee.top:8888/udp/239.77.0.215:5146
