轮播频道,#genre#
CCTV-7国防军事,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV-8电视剧,http://204.12.221.218:8181/3m1080p/cctv8.m3u8
CCTV-9纪录,http://204.12.221.218:8181/3m1080p/cctv9.m3u8
CCTV-10科教,http://204.12.221.218:8181/3m1080p/cctv10.m3u8
CCTV-11戏曲,http://204.12.221.218:8181/3m1080p/cctv11.m3u8
CCTV-12社会与法,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV-13新闻,http://204.12.221.218:8181/3m1080p/cctv13.m3u8
CCTV-14少儿,http://204.12.221.218:8181/3m1080p/cctv14.m3u8
CCTV-15音乐,http://204.12.221.218:8181/3m1080p/cctv15.m3u8
CCTV-16奥林匹克,http://204.12.221.218:8181/3m1080p/cctv16.m3u8
CCTV-17农业农村,http://204.12.221.218:8181/3m1080p/cctv17.m3u8
北京卡酷少儿,http://204.12.221.218:8181/3m1080p/btvkk.m3u8
嘉佳卡通,http://204.12.221.218:8181/3m1080p/gdjjkt.m3u8
金鹰卡通,http://204.12.221.218:8181/3m1080p/hnjykt.m3u8
优漫卡通,http://204.12.221.218:8181/3m1080p/ymkt.m3u8
天元围棋,http://204.12.221.218:8181/3m1080p/gztywq.m3u8
湖南卫视,http://204.12.221.218:8181/3m1080p/hnws.m3u8
浙江卫视,http://204.12.221.218:8181/3m1080p/zjws.m3u8
江苏卫视,http://204.12.221.218:8181/3m1080p/jsws.m3u8
重庆卫视,http://204.12.221.218:8181/3m1080p/cqws.m3u8
东方卫视,http://204.12.221.218:8181/3m1080p/dfws.m3u8
东南卫视,http://204.12.221.218:8181/3m1080p/dnws.m3u8
广东卫视,http://204.12.221.218:8181/3m1080p/gdws.m3u8
甘肃卫视,http://204.12.221.218:8181/3m1080p/gsws.m3u8
贵州卫视,http://204.12.221.218:8181/3m1080p/gzws.m3u8
湖北卫视,http://204.12.221.218:8181/3m1080p/hbws.m3u8
厦门卫视,http://204.12.221.218:8181/3m1080p/xmws.m3u8
山西卫视,http://204.12.221.218:8181/3m1080p/sxws.m3u8
河南卫视,http://204.12.221.218:8181/3m1080p/haws.m3u8
河北卫视,http://204.12.221.218:8181/3m1080p/hews.m3u8
四川卫视,http://204.12.221.218:8181/3m1080p/scws.m3u8
陕西卫视,http://204.12.221.218:8181/3m1080p/snws.m3u8
安徽卫视,http://204.12.221.218:8181/3m1080p/ahws.m3u8
北京卫视,http://204.12.221.218:8181/3m1080p/bjws.m3u8
黑龙江卫视,http://204.12.221.218:8181/3m1080p/hljws.m3u8
吉林卫视,http://204.12.221.218:8181/3m1080p/jlws.m3u8
江西卫视,http://204.12.221.218:8181/3m1080p/jxws.m3u8
辽宁卫视,http://204.12.221.218:8181/3m1080p/lnws.m3u8
山东卫视,http://204.12.221.218:8181/3m1080p/sdws.m3u8
青海卫视,http://204.12.221.218:8181/3m1080p/qhws.m3u8
新疆卫视,http://204.12.221.218:8181/3m1080p/xjws.m3u8
西藏卫视,http://204.12.221.218:8181/3m1080p/xzws.m3u8
海南卫视,http://204.12.221.218:8181/3m1080p/lyws.m3u8
三沙卫视,http://204.12.221.218:8181/3m1080p/ssws.m3u8
深圳卫视,http://204.12.221.218:8181/3m1080p/szws.m3u8
天津卫视,http://204.12.221.218:8181/3m1080p/tjws.m3u8
云南卫视,http://204.12.221.218:8181/3m1080p/ynws.m3u8
兵团卫视,http://204.12.221.218:8181/3m1080p/btws.m3u8
宁夏卫视,http://204.12.221.218:8181/3m1080p/nxws.m3u8
内蒙古卫视,http://204.12.221.218:8181/3m1080p/nmgws.m3u8
延边卫视,http://204.12.221.218:8181/3m1080p/ybws.m3u8
农林卫视,http://204.12.221.218:8181/3m1080p/snnl.m3u8
咪咕频道,#genre#
CCTV1,http://live.bypbwxx.top/live/jmmigu1.php?token=6e7fcc442c8cd173673329060525f3
CCTV2,http://live.bypbwxx.top/live/jmmigu1.php?token=10610a3385cff71970b3883e4cb5da
CCTV3,http://live.bypbwxx.top/live/jmmigu1.php?token=268e3daf3652706b0da4a65ea6ff81
CCTV4,http://live.bypbwxx.top/live/jmmigu1.php?token=73ee31706c7dba3cb5263e7ba67650
CCTV5,http://live.bypbwxx.top/live/jmmigu1.php?token=9c854029b66bb02803c38fc72d3475
CCTV5+,http://live.bypbwxx.top/live/jmmigu1.php?token=6c1cf968ebef25567ee13021de4187
CCTV6,http://live.bypbwxx.top/live/jmmigu1.php?token=9f4704b2a9725105c0971caf4e8e15
CCTV7,http://live.bypbwxx.top/live/jmmigu1.php?token=34833d5b2d0e53c7f39c3f4c270b83
CCTV8,http://live.bypbwxx.top/live/jmmigu1.php?token=4bf1b23930c31bd829941d9622adbb
CCTV9,http://live.bypbwxx.top/live/jmmigu1.php?token=cf45559de0de864c00438ababce8cf
CCTV10,http://live.bypbwxx.top/live/jmmigu1.php?token=c7fce7879b19d9c5f86cbd7967446c
CCTV11,http://live.bypbwxx.top/live/jmmigu1.php?token=5288d07822169000b787408bc801c4
CCTV12,http://live.bypbwxx.top/live/jmmigu1.php?token=382eeb6b458a12ba6ed2ee36b75fba
CCTV13,http://live.bypbwxx.top/live/jmmigu1.php?token=dd6c8ececdb49bedcceac6643bd88e
CCTV14,http://live.bypbwxx.top/live/jmmigu1.php?token=44b3f083be449207fd5a515d89eeb2
CCTV15,http://live.bypbwxx.top/live/jmmigu1.php?token=9da5ea0cf4d85db21b3cf4d61d66da
CCTV17,http://live.bypbwxx.top/live/jmmigu1.php?token=1b17157d74f6eb9ca22c8d418ccf5e
CCTV4欧洲,http://live.bypbwxx.top/live/jmmigu1.php?token=492a7d9374b47c244dd79170d2b4b7
CCTV4美洲,http://live.bypbwxx.top/live/jmmigu1.php?token=14d173f15da060469e686638ae59da
CGTN外语纪录,http://live.bypbwxx.top/live/jmmigu1.php?token=6109a5050546353241d02c881304da
CGTN阿拉伯语,http://live.bypbwxx.top/live/jmmigu1.php?token=dd20eb1af0a787e6d11a5f9d48464e
CGTN西班牙语,http://live.bypbwxx.top/live/jmmigu1.php?token=acca2125bbcb1754d291c7e165f811
CGTN法语,http://live.bypbwxx.top/live/jmmigu1.php?token=d7eafcc77a6796bdaae07e62f66264
CGTN俄语,http://live.bypbwxx.top/live/jmmigu1.php?token=bd14c85fb1d7846d2be37f7b955e26
老故事,http://live.bypbwxx.top/live/jmmigu1.php?token=61e15a4597808b437dedce55630241
发现之旅,http://live.bypbwxx.top/live/jmmigu1.php?token=51f2b7a8ebb7b09e2422b054bee73e
中学生,http://live.bypbwxx.top/live/jmmigu1.php?token=da2a19051b31ec657db367d365f31f
CGTN,http://live.bypbwxx.top/live/jmmigu1.php?token=67d4512c79638eb0eca09563e01a01






CCTV1,http://live.bypbwxx.top/live/jmmigu2.php?token=eeaf9df93e545606a14d2b6a9c5b93
CCTV2,http://live.bypbwxx.top/live/jmmigu2.php?token=363ab7f4bdade2da633f38b04b5691
CCTV3,http://live.bypbwxx.top/live/jmmigu2.php?token=87e79d128b6a8a36bf4806b91d85b6
CCTV4,http://live.bypbwxx.top/live/jmmigu2.php?token=b6de44f98daa8b2683e46cf2b63468
CCTV5,http://live.bypbwxx.top/live/jmmigu2.php?token=5424a8085d736a5a04357791acd103
CCTV5+,http://live.bypbwxx.top/live/jmmigu2.php?token=07390a4f9eaa5bf6f3423e7e70df57
CCTV6,http://live.bypbwxx.top/live/jmmigu2.php?token=0015331e545f0ef7441980209fed94
CCTV7,http://live.bypbwxx.top/live/jmmigu2.php?token=7222f40eb5f4c6d73e0107f3d53d62
CCTV8,http://live.bypbwxx.top/live/jmmigu2.php?token=3c055a984364d508841c86e97d1006
CCTV9,http://live.bypbwxx.top/live/jmmigu2.php?token=7bc832047d7b484c323301f4370598
CCTV10,http://live.bypbwxx.top/live/jmmigu2.php?token=8689395fbb4ea5695f30fd0e3225eb
CCTV11,http://live.bypbwxx.top/live/jmmigu2.php?token=ad4130295b5f7e95d57e8340aeca71
CCTV12,http://live.bypbwxx.top/live/jmmigu2.php?token=4cc33bf832862bdcaa326d1cfe5bfb
CCTV13,http://live.bypbwxx.top/live/jmmigu2.php?token=5ea2e0e2c160f55be76e25beb199f9
CCTV14,http://live.bypbwxx.top/live/jmmigu2.php?token=ec26d6c12107b2cb5ee06e051f19a7
CCTV15,http://live.bypbwxx.top/live/jmmigu2.php?token=5c8d7076ffec8047b425d7a72d956e
CCTV17,http://live.bypbwxx.top/live/jmmigu2.php?token=10bcae51446a1382594e188720c3ef
CCTV4欧洲,http://live.bypbwxx.top/live/jmmigu2.php?token=fd8f01d37fdcfe12c67183e44defdb
CCTV4美洲,http://live.bypbwxx.top/live/jmmigu2.php?token=d30a03835f217df57ea0d943905a73
CGTN外语纪录,http://live.bypbwxx.top/live/jmmigu2.php?token=2cb16b77297b24d2f1cbb9e04a0dc4
CGTN阿拉伯语,http://live.bypbwxx.top/live/jmmigu2.php?token=4349ffa6e11fa08c7a30c535fcc455
CGTN西班牙语,http://live.bypbwxx.top/live/jmmigu2.php?token=2a916f24f26847c3d9d321bf512dd8
CGTN法语,http://live.bypbwxx.top/live/jmmigu2.php?token=489a5266659fb52bad248cbb3d11c8
CGTN俄语,http://live.bypbwxx.top/live/jmmigu2.php?token=c1931de8f92e25aae1eae45acff9f9
老故事,http://live.bypbwxx.top/live/jmmigu2.php?token=2f44476132e6d9228b9d0144d744a7
发现之旅,http://live.bypbwxx.top/live/jmmigu2.php?token=e4e936a2de42576812a8b4e32286f4
中学生,http://live.bypbwxx.top/live/jmmigu2.php?token=bbfbdb6d899c75c120045995d17265
CGTN,http://live.bypbwxx.top/live/jmmigu2.php?token=66119677423a023b3ca0ee38bd96af


北京卫视,http://live.bypbwxx.top/live/jmysp.php?token=bf6364f91ee4b6418edb5e46aec252
东方卫视,http://live.bypbwxx.top/live/jmysp.php?token=a9e10f27e08ade4aa2be13a8ccb5c6
江苏卫视,http://live.bypbwxx.top/live/jmysp.php?token=82dcaeb46bb7f68703dbc90390a387
浙江卫视,http://live.bypbwxx.top/live/jmysp.php?token=4ad3a9d920cdd1fafa62efe737bbc5
湖南卫视,http://live.bypbwxx.top/live/jmysp.php?token=e31c374e95531bd653edbf509ca329
湖北卫视,http://live.bypbwxx.top/live/jmysp.php?token=fd119b606970d31daa75614ebc3d82
广东卫视,http://live.bypbwxx.top/live/jmysp.php?token=bcf1da875a94f312b8939487fbee2b
广西卫视,http://live.bypbwxx.top/live/jmysp.php?token=10321c450b5f9999ab3a803288d699
黑龙江卫视,http://live.bypbwxx.top/live/jmysp.php?token=7faaf59bc10059906d2668301f07aa
海南卫视,http://live.bypbwxx.top/live/jmysp.php?token=5c081c66b8d03a867de506e43a39bc
重庆卫视,http://live.bypbwxx.top/live/jmysp.php?token=cb8c6ab58a9f62f70f33cf73e86810
深圳卫视,http://live.bypbwxx.top/live/jmysp.php?token=1c15f790c23fb3d2d296e484c8356a
四川卫视,http://live.bypbwxx.top/live/jmysp.php?token=7175a1eccfa5e19a5d96e813236ad2
河南卫视,http://live.bypbwxx.top/live/jmsp.php?token=1afa9127bc8bfbecad76455eaa636c
东南卫视,http://live.bypbwxx.top/live/jmysp.php?token=acc17f5d28dbc5f22624e89f72b368
贵州卫视,http://live.bypbwxx.top/live/jmysp.php?token=49957af8cda87dbedad9160377be25
江西卫视,http://live.bypbwxx.top/live/jmysp.php?token=91e276b27558a2ccfa572b5f330849
辽宁卫视,http://live.bypbwxx.top/live/jmysp.php?token=3aadb0892ce3f58efb3311c033d0f8
安徽卫视,http://live.bypbwxx.top/live/jmysp.php?token=5f8343652bc03082b1171f0210597c
河北卫视,http://live.bypbwxx.top/live/jmysp.php?token=f80aecb66872d02c5ae9998f6b0e77
山东卫视,http://live.bypbwxx.top/live/jmysp.php?token=81671a9e82937a98e46925f9579967
天津卫视,http://live.bypbwxx.top/live/jmysp.php?token=d0b021d164888fb0b15ee581bc1aaa
陕西卫视,http://live.bypbwxx.top/live/jmysp.php?token=cd4ac79f7cb4c0347d5a626fcda0bb
内蒙古卫视,http://live.bypbwxx.top/live/jmysp.php?token=a891b0e294e522dec7d371bea1d212
甘肃卫视,http://live.bypbwxx.top/live/jmysp.php?token=2bd5755eb9231be77cad18481adfca
宁夏卫视,http://live.bypbwxx.top/live/jmysp.php?token=6912cc0e4de2ee6eb40e6d1a2b6c51
山西卫视,http://live.bypbwxx.top/live/jmysp.php?token=f1cdc708f6b99cd5c9cbf71a8aedef
云南卫视,http://live.bypbwxx.top/live/jmysp.php?token=72c6996c9180ed89df8fdaf1ff5575
吉林卫视,http://live.bypbwxx.top/live/jmysp.php?token=d946eed24fdf3b2feae4c5f8b84273
青海卫视,http://live.bypbwxx.top/live/jmysp.php?token=3ddcf9b298467f53c32a88299dd625
西藏卫视,http://live.bypbwxx.top/live/jmysp.php?token=abc0a4bde63b2deca62aec0896be6f
新疆卫视,http://live.bypbwxx.top/live/jmysp.php?token=b7e21bcd2147c4043fed14c1f70e38
兵团卫视,http://live.bypbwxx.top/live/jmysp.php?token=4fceae64f09dffe52e4a38bd20594e
国学频道,http://live.bypbwxx.top/live/jmysp.php?token=dfd37f7eb0cf99f9d53034fbb99534




东方卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=e7a2f1e90bf55851cc72c7c76e55ab
江苏卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=a853c12d535a24c781bd565aed6dc1
广东卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=99d9a96190d3ddb83d077dffaf49d1
江西卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=397600ef88da0fa2982206dad8e852
河南卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=9796801d64eb6aa29f90f60985a160
陕西卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=30743de29220ad16cc4ced7379d5c8
大湾区卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=ffbde90ef90b8d3417d99779cfc2a2
湖北卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=2f222a21c3e88e8c8600a4bc271d9b
吉林卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=b2ebf1be6e591c5319cf0bafaa7860
青海卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=71119aae124759b7b2ca5c4423846b
东南卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=ed6583e0fd098fb4d37a1ec788b304
海南卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=d652668c564a0cae0d6b1c8a0b0693
海峡卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=30c669331f2c06e2b2ddd7d2f72f66
中国农林卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=a97ff1e5d49928ac5eb5a313b8931f
兵团卫视,http://live.bypbwxx.top/live/jmmigu1.php?token=205bb277128ed906a8b417a6cea7e8



东方卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=37b6786bcb8f286336ff0b4503ccb5
江苏卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=7caef430340f5d6d5f1835266d183d
广东卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=ea6ae72ac80ec9fb8ef7060e50cbcd
江西卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=53f2829a134cb41df8c541c9d6530d
河南卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=9a71ab5831b0c3bf92e75689266aed
陕西卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=bd711fbcf11227827678169b919ae0
大湾区卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=b364ed7a08fcdcdecb3de608a58600
湖北卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=cbc83683fef200cc0c62513a72514d
吉林卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=ec671f5f6ee5798a443d13c7cb09d1
青海卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=006f269652f4c8f3f7fc5cd29129e2
东南卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=144b1cd67b70bf9c9ab51fad63137b
海南卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=37632dd1fe5c1562a89dcb28364a54
海峡卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=d3dc70c9cedcb4ac0ca35bcd94c687
中国农林卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=6831e2b8707d6dc7340094cd9438da
兵团卫视,http://live.bypbwxx.top/live/jmmigu2.php?token=94f9b21a2a8d7c517c58e9ebc5c8be





北京卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=e4d66c274f1e0c0d0d3a15afe7bc36
天津卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=8bbf8a8b631ac5ced5be2f799466be
河北卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=c37b51127650f394e29b623f739201
山西卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=ec25e70b1c8a2359b99e0c3ac32839
内蒙古卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=86c2431220456d1ab1e19a20b69eb4
辽宁卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=a65c4fab9d8c3a38847e1d6b9f4053
吉林卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=dd2e179d5443afc04f8c35006a1353
黑龙江卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=814ddb886e3e57e6ea35f4afff7088
东方卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=f329bc87aab903188f732c568ae8ff
江苏卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=508b816263cdc322087121f1ef0b55
浙江卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=e46740dda6ea0fc6ffd3344a228aec
安徽卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=d276d0bcb17aa78de243d070db9ec6
东南卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=6614ace749260cb9b42a5e14ea2afa
江西卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=9289db9e8f026024d64764adb40a04
山东卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=038778733a3ea0b74c06238fe8f760
河南卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=0ecbda214805dc5ad7ef7b9e78167b
湖北卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=d3e0701aed59b05aa68f3dc365cba1
湖南卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=18b61d323d6ac5e9765ee8272d6c13
广东卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=4a9a31fad2bc6dcd03c7ae93cc3c0c
广西卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=5e5a2ec4bdd8350fcd9cf6996466f4
海南卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=9d4574886470791798f9ea24c078a2
重庆卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=99bae2f6c350cbfa3434159394518f
四川卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=7559769ff113f2d96228de83bdc3cd
贵州卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=7ca95db0218d0bfadc72b5f7252278
云南卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=eb9e533f096c39cc99fc7d51e66828
西藏卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=55ec8264d7c80a64c4869d0b4f55e4
陕西卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=1d0313d267b8eb905234b7dd0079a9
甘肃卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=63345017b58a1bc4e9f34c3e06a9e4
青海卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=54268a5e34e78a78c27175d47431a8
宁夏卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=2c49352b2e0eb06e6f8950180c664a
新疆卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=742a8aee8cbd94150a48061a05dce8
兵团卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=cd335dbe2db4e4e9b08d42f4b84615
深圳卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=a5dfcade1c53ff0a448e89644438b4
厦门卫视,http://live.bypbwxx.top/live/jm-ws0503.php?token=2a3e514258e6fbddac46556f20614e
组播频道,#genre#
CCTV3,http://222.89.96.36:8001/hls/3/index.m3u8
CCTV2,http://222.89.96.36:8001/hls/2/index.m3u8
CCTV1,http://222.89.96.36:8001/hls/1/index.m3u8
CCTV4,http://222.89.96.36:8001/hls/4/index.m3u8
CCTV5],http://222.89.96.36:8001/hls/5/index.m3u8
CCTV7,http://222.89.96.36:8001/hls/7/index.m3u8
CCTV6,http://222.89.96.36:8001/hls/6/index.m3u8
CCTV10,http://222.89.96.36:8001/hls/10/index.m3u8
CCTV8,http://222.89.96.36:8001/hls/8/index.m3u8
CCTV9,http://222.89.96.36:8001/hls/9/index.m3u8
CCTV11,http://222.89.96.36:8001/hls/11/index.m3u8
CCTV13,http://222.89.96.36:8001/hls/13/index.m3u8
CCTV14,http://222.89.96.36:8001/hls/14/index.m3u8
CCTV15,http://222.89.96.36:8001/hls/15/index.m3u8
CCTV12,http://222.89.96.36:8001/hls/12/index.m3u8
河南卫视,http://222.89.96.36:8001/hls/16/index.m3u8
都市频道,http://222.89.96.36:8001/hls/17/index.m3u8
民生频道,http://222.89.96.36:8001/hls/18/index.m3u8
新闻频道,http://222.89.96.36:8001/hls/21/index.m3u8
法治颜值,http://222.89.96.36:8001/hls/19/index.m3u8
电视频道,http://222.89.96.36:8001/hls/20/index.m3u8
浙江卫视,http://222.89.96.36:8001/hls/22/index.m3u8
中国IPTV,http://222.89.96.36:8001/hls/23/index.m3u8
广东卫视,http://222.89.96.36:8001/hls/26/index.m3u8
江苏卫视,http://222.89.96.36:8001/hls/24/index.m3u8
0028[1920x1080],http://222.89.96.36:8001/hls/27/index.m3u8
北京卫视,http://222.89.96.36:8001/hls/25/index.m3u8
辽宁卫视,http://222.89.96.36:8001/hls/30/index.m3u8
山东卫视,http://222.89.96.36:8001/hls/28/index.m3u8
安徽卫视,http://222.89.96.36:8001/hls/29/index.m3u8
贵州卫视,http://222.89.96.36:8001/hls/32/index.m3u8
陕西卫视,http://222.89.96.36:8001/hls/31/index.m3u8

内网频道,#genre#
CCTV-1HD,http://192.151.150.154/live/cctv1hd.m3u8
CCTV-2HD,http://192.151.150.154/live/cctv2hd.m3u8
CCTV-3HD,http://192.151.150.154/live/cctv3hd.m3u8
CCTV-4HD,http://192.151.150.154/live/cctv4hd.m3u8
CCTV-5HD,http://192.151.150.154/live/cctv5hd.m3u8
CCTV-6HD,http://192.151.150.154/live/cctv6hd.m3u8
CCTV-7HD,http://192.151.150.154/live/cctv7hd.m3u8
CCTV-8HD,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-9HD,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-10HD,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-11HD,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-12HD,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-13HD,http://192.151.150.154/live/cctv13hd.m3u8
CCTV-14HD,http://192.151.150.154/live/cctv14hd.m3u8
CCTV-15HD,http://192.151.150.154/live/cctv15hd.m3u8
CCTV-16HD,http://192.151.150.154/live/cctv16hd.m3u8
CCTV-17HD,http://192.151.150.154/live/cctv17hd.m3u8
CCTV-5+HD,http://192.151.150.154/live/cctv5p.m3u8
湖南卫视HD,http://192.151.150.154/live/hnwshd.m3u8
东方卫视HD,http://192.151.150.154/live/dfwshd.m3u8
浙江卫视HD,http://192.151.150.154/live/zjwshd.m3u8
江苏卫视HD,http://192.151.150.154/live/jswshd.m3u8
山东卫视HD,http://192.151.150.154/live/sdwshd.m3u8
天津卫视HD,http://192.151.150.154/live/tjwshd.m3u8
四川卫视HD,http://192.151.150.154/live/scwshd.m3u8
山西卫视HD,http://192.151.150.154/live/sxwshd.m3u8
宁夏卫视,http://192.151.150.154/live/nxws.m3u8
内蒙古卫视,http://192.151.150.154/live/nmgws.m3u8
新疆卫视,http://192.151.150.154/live/xjws.m3u8
三沙卫视,http://192.151.150.154/live/ssws.m3u8
CCTV-电视指南,http://192.151.150.154/live/dszn.m3u8
CCTV-高尔夫网球,http://192.151.150.154/live/ge购物.m3u8
哈哈炫动HD,http://192.151.150.154/live/xdkthd.m3u8
上海都市HD,http://192.151.150.154/live/shylhd.m3u8
五星体育HD,http://192.151.150.154/live/wxtyhd.m3u8
广西移动,http://192.151.150.154/live/gxyd.m3u8
天津新闻,http://192.151.150.154/live/tjtv1.m3u8
天津文艺,http://192.151.150.154/live/tjtv2.m3u8
天津影视,http://192.151.150.154/live/tjtv3.m3u8
天津都市,http://192.151.150.154/live/tjtv4.m3u8
天津体育,http://192.151.150.154/live/tjtv5.m3u8
天津教育,http://192.151.150.154/live/tjtv6.m3u8
湖北公共新闻,http://192.151.150.154/live/hbgg.m3u8
湖南国际,http://192.151.150.154/live/hngj.m3u8
新疆少儿频道,http://192.151.150.154/live/xjtv8.m3u8
江西都市频道,http://192.151.150.154/live/jxtv2.m3u8
江西经济生活,http://192.151.150.154/live/jxtv3.m3u8
江西公共农业,http://192.151.150.154/live/jxtv5.m3u8
江西移动电视,http://192.151.150.154/live/jxtv8.m3u8
江西陶瓷频道,http://192.151.150.154/live/jxtv10.m3u8
邵氏电影,http://192.151.150.154/live/lbssdy.m3u8
邵氏武侠,http://192.151.150.154/live/lbsswx.m3u8
邵氏动作,http://192.151.150.154/live/lbssdz.m3u8
邵氏喜剧,http://192.151.150.154/live/lbssxj.m3u8
限时华数台☘️☘️💝,#genre#
华数星影,http://192.144.185.155:6000/rtp/225.1.8.254:4120$北京市电信
华数动作影院,http://192.144.185.155:6000/rtp/225.1.8.252:4120$北京市电信
华数喜剧影院,http://192.144.185.155:6000/rtp/225.1.8.251:4120$北京市电信
华数家庭影院,http://192.144.185.155:6000/rtp/225.1.8.253:4120$北京市电信
华数经典电影,http://192.144.185.155:6000/rtp/225.1.8.203:9024$北京市电信
华数热播剧场,http://192.144.185.155:6000/rtp/225.1.8.202:9020$北京市电信
华数热播剧场,http://113.102.83.19:4022/rtp/239.77.0.106:5146$广东电信
华数热播剧场,http://183.44.113.165:2222/rtp/239.77.0.106:5146$广东电信
华数军旅剧场,http://192.144.185.155:6000/rtp/225.1.8.228:4120$北京市电信
华数城市剧场,http://192.144.185.155:6000/rtp/225.1.8.227:4120$北京市电信
华数古装剧场,http://192.144.185.155:6000/rtp/225.1.8.229:4120$北京市电信
华数魅力时尚,http://192.144.185.155:6000/rtp/225.1.8.204:9012$北京市电信
华数少儿动画,http://192.144.185.155:6000/rtp/225.1.8.207:9000$北京市电信
华数少儿动画,http://113.102.83.19:4022/rtp/239.77.0.109:5146$广东电信
华数少儿动画,http://183.44.113.165:2222/rtp/239.77.0.109:5146$广东电信
华数动画,http://192.144.185.155:6000/rtp/225.1.8.240:4120$北京市电信
华数剧场1,http://yuwentao114.x3322.net:4022/udp/239.252.220.145:5140$【yuwen】
华数剧场2,http://yuwentao114.x3322.net:4022/udp/239.252.220.142:5140$【yuwen】
华数剧场3,http://yuwentao114.x3322.net:4022/udp/239.252.220.139:5140$【yuwen】
华数剧场4,http://yuwentao114.x3322.net:4022/udp/239.252.220.138:5140$【yuwen】
华数剧场5,http://yuwentao114.x3322.net:4022/udp/239.252.220.137:5140$【yuwen】
华数剧场6,http://yuwentao114.x3322.net:4022/udp/239.252.220.200:5140$【yuwen】
华数剧场7,http://yuwentao114.x3322.net:4022/udp/239.252.220.210:5140$【yuwen】
华数4K,http://yuwentao114.x3322.net:4022/udp/239.252.220.212:5140$【yuwen】
老电影,http://yuwentao114.x3322.net:4022/udp/239.252.220.204:5140$【yuwen】
CCTV6环球经典,https://www.9kds.com/d/1905.php?t=1&id=LIVE8J4LTCXPI7QJ5_261&kl=www.9kds.com
